loan_id,amount,duration,payments,status,frequency,num_clients,sex,has_card,num_salaries,average_balance_fluctuation_per_month,recent_balance,num_household_payments,num_payments_for_statement,num_insurrance_payments,num_sanction_payments,num_interests_credited,ratio_credits,avg_balance,min_balance,max_balance,avg_credit,avg_withdrawal,salary,code,name,region,population,munip<499,munip500-1999,munip2000-9999,munip>10000,cities,urbanization,avg_salary,unemployment96,entrepreneurs/1000,crimerate96,crimegrowth,unempgrowth,code_branch,name_branch,region_branch,population_branch,munip<499_branch,munip500-1999_branch,munip2000-9999_branch,munip>10000_branch,cities_branch,urbanization_branch,avg_salary_branch,unemployment96_branch,entrepreneurs/1000_branch,crimerate96_branch,crimegrowth_branch,unempgrowth_branch,age_when_loan
5725,444864,48,9268,1,1,2,1,0,11.0,3722.1727272727276,41743.9,6.0,6.0,0.0,0.0,10.0,0.421875,32404.773437500004,800.0,62903.5,8397.544444444444,4999.7189189189185,0.0,64,3,3,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,64,2,2,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,32.31759069130732
6283,85632,48,1784,1,1,1,0,0,16.0,7277.418750000001,117238.7,0.0,10.0,0.0,0.0,15.0,0.4470588235294118,65066.73529411766,800.0,156504.1,18351.102631578946,12868.391304347826,0.0,64,3,3,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,64,2,2,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,47.34565366187543
6995,96168,12,8014,1,0,1,0,0,20.0,150.4649999999994,3609.3,0.0,16.0,0.0,0.0,57.0,0.5637583892617449,50492.688590604026,600.0,138010.1,7330.079761904762,8958.983050847457,0.0,64,3,3,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,64,2,2,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,24.123203285420946
6585,372120,60,6202,1,1,2,1,0,21.0,1759.7809523809524,46580.5,0.0,20.0,0.0,0.0,21.0,0.4127906976744186,64044.04593023255,500.0,128495.4,18717.614084507044,12748.26373626374,0.0,64,3,3,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,64,2,2,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,51.75633127994524
6073,276300,60,4605,1,1,1,1,0,16.0,1692.38125,27578.1,11.0,11.0,0.0,0.0,15.0,0.4891304347826087,25997.563043478258,500.0,40755.0,3480.195555555555,2745.331914893617,5925.0,64,3,3,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,64,2,2,197099,29,41,10,2,10,74.7,9624,2.31,145,0.021638871835980903,0.9511596788581623,1.4437499999999999,20.35318275154004
7249,69360,48,1445,1,1,1,1,0,14.0,1836.4285714285713,38665.0,0.0,10.0,0.0,0.0,14.0,0.3974358974358974,33857.10641025642,1100.0,52365.0,6597.1322580645165,3528.6382978723404,11855.0,46,2,2,112709,48,20,7,3,10,73.5,8369,2.31,117,0.023227958725567613,0.9173090399439383,1.2905027932960893,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,52.87337440109514
6678,80340,12,6695,1,1,2,0,0,10.0,8824.26,89342.6,0.0,5.0,0.0,0.0,9.0,0.4230769230769231,61531.59038461538,1100.0,122523.5,20306.622727272726,11824.035714285714,40840.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,18.28336755646817
6876,86616,12,7218,1,1,1,1,0,3.0,8182.366666666666,37253.1,0.0,0.0,0.0,0.0,6.0,0.8,25714.04666666667,800.0,48353.1,4879.433333333333,7100.0,0.0,11,1,1,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,32.2299794661191
5189,149040,48,3105,1,1,1,0,0,9.0,2092.6111111111113,19033.5,5.0,5.0,0.0,0.0,9.0,0.37037037037037035,36845.588888888895,200.0,62441.6,9496.58,5108.0625,0.0,11,1,1,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,25.13347022587269
5549,50460,60,841,1,1,1,0,0,8.0,3180.75,41531.0,5.0,4.0,0.0,0.0,8.0,0.4418604651162791,37570.62790697674,800.0,51971.4,8327.073684210525,4861.808333333333,0.0,11,1,1,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,46.7460643394935
7176,260028,36,7223,1,1,1,1,0,22.0,3165.95,69850.9,18.0,17.0,0.0,0.0,21.0,0.2919254658385093,50676.8198757764,200.0,124900.7,22177.261702127656,8141.078095238096,43339.0,11,1,1,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,18.921286789869953
5805,137904,24,5746,-1,1,1,1,0,3.0,7560.566666666666,35159.7,0.0,0.0,0.0,0.0,3.0,0.75,26886.191666666666,600.0,43259.7,6195.533333333334,6866.666666666667,0.0,11,1,1,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,27.561943874058862
6996,126600,24,5275,1,1,1,1,0,22.0,38.57272727272721,48720.6,0.0,18.0,0.0,0.0,22.0,0.3484848484848485,47118.99318181818,400.0,94043.3,17293.556521739134,8519.767567567567,31648.0,47,5,2,162580,83,26,5,1,6,72.8,9538,1.81,111,0.03327592569811785,0.8899490047705215,1.1986754966887418,11,3,3,75637,35,36,9,0,7,36.5,9622,0.59,154,0.046657059375702366,1.0155395683453237,1.3111111111111111,56.12320328542094
6863,127080,60,2118,1,1,1,1,0,5.0,3894.56,20272.8,1.0,0.0,1.0,0.0,8.0,0.625,30060.954166666666,800.0,49590.4,5009.733333333334,6097.0,0.0,45,6,2,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,45,4,1,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,57.152635181382614
6668,74736,36,2076,1,1,1,1,0,12.0,994.308333333333,33243.7,8.0,8.0,0.0,0.0,12.0,0.3880597014925373,37912.99850746269,700.0,62084.0,11194.334615384614,6288.019512195122,20612.0,45,6,2,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,45,4,1,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,28.750171115674195
5160,204000,60,3400,1,1,1,1,0,11.0,2206.790909090909,45077.7,8.0,7.0,0.0,0.0,11.0,0.38461538461538464,37809.398461538454,400.0,68172.8,10772.44,5526.545945945945,20403.0,45,6,2,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,45,4,1,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,51.61670088980151
7192,115992,36,3222,1,0,1,1,0,20.0,473.475,9669.5,16.0,16.0,0.0,0.0,20.0,0.36220472440944884,25666.407086614166,200.0,107692.0,8683.641304347828,4245.818181818182,0.0,31,7,0,51313,34,12,3,1,4,59.2,8930,4.2,108,0.028296922807085925,1.0933734939759037,1.1931818181818181,45,4,1,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,57.596167008898014
7138,60000,60,1000,1,1,1,1,0,21.0,433.9333333333333,16878.6,17.0,17.0,0.0,0.0,21.0,0.35036496350364965,24643.28394160584,400.0,39393.9,3840.34375,1881.552808988764,7366.0,45,6,2,77917,85,19,6,1,5,53.5,8390,2.89,132,0.02723410808937716,1.0201923076923076,1.2675438596491229,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,48.714579055441476
6072,193968,36,5388,1,2,1,1,0,6.0,13330.0,80780.0,0.0,1.0,0.0,0.0,8.0,0.6896551724137931,63579.2172413793,800.0,120567.3,14309.0,22822.222222222223,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,21.43189596167009
5145,309552,48,6449,1,1,1,1,0,7.0,1772.2000000000003,51799.4,4.0,3.0,0.0,0.0,7.0,0.45714285714285713,56105.5,700.0,121713.2,20681.70625,14689.884210526316,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,60.629705681040384
7243,217152,36,6032,1,1,1,1,1,10.0,4187.93,42279.3,6.0,6.0,0.0,0.0,10.0,0.3684210526315789,49107.066666666666,400.0,109774.3,18197.285714285714,9542.533333333333,36191.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,21.409993155373034
6540,309600,48,6450,1,0,1,1,0,11.0,3189.8272727272724,35488.1,0.0,6.0,0.0,0.0,10.0,0.39285714285714285,58185.58928571428,400.0,112363.1,21228.22727272727,12592.90322580645,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,20.514715947980836
5706,161496,36,4486,1,0,1,1,0,20.0,-86.625,29371.5,19.0,19.0,0.0,0.0,20.0,0.4,33219.9,500.0,113865.5,8837.951923076924,5019.013333333333,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,24.83504449007529
5136,187104,24,7796,1,1,1,0,0,4.0,33269.425,133377.7,0.0,2.0,0.0,0.0,4.0,0.64,66292.372,300.0,137193.5,18044.1875,22425.466666666667,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,19.21697467488022
6865,29448,12,2454,-1,1,1,1,0,3.0,6966.866666666666,43790.6,0.0,0.0,0.0,0.0,4.0,0.8181818181818182,28977.436363636363,800.0,43790.6,7487.844444444445,11800.0,0.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,48.89253935660506
6818,155616,48,3242,1,1,2,0,0,22.0,1950.0954545454545,60694.1,18.0,18.0,0.0,0.0,44.0,0.4069767441860465,44197.50988372092,200.0,75294.1,6448.582857142857,3830.458823529412,17592.0,72,8,5,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,72,5,4,226122,32,50,7,4,4,62.6,8994,4.79,110,0.040721380493715785,0.9520264681555005,1.2605263157894737,25.675564681724847
5325,105804,36,2939,1,1,1,0,0,6.0,5548.783333333333,34292.7,2.0,2.0,0.0,0.0,5.0,0.52,41297.48,1000.0,65898.5,9254.6,7168.099999999999,0.0,14,9,6,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,53.28678986995209
6316,76908,12,6409,-1,1,1,0,0,15.0,-412.62666666666723,14888.6,0.0,12.0,0.0,0.0,16.0,0.4117647058823529,52890.40392156863,1100.0,126002.8,15876.135714285712,10566.830769230768,0.0,4,10,1,149893,63,29,6,2,6,67.4,9753,5.05,109,0.03930803973501097,1.1235697940503433,1.0883620689655173,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,48.34770704996578
6004,143904,24,5996,1,1,1,1,0,16.0,-977.40625,38336.2,16.0,15.0,0.0,0.0,17.0,0.3381294964028777,49727.45611510792,700.0,134571.2,14003.602127659573,5998.9277108433735,0.0,50,11,2,102609,75,33,2,3,6,52.0,8187,5.45,94,0.020797395939927295,1.0051813471502589,1.1283643892339545,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,43.285420944558524
6461,74124,36,2059,1,0,1,0,0,17.0,1485.764705882353,25658.0,11.0,11.0,11.0,0.0,15.0,0.319672131147541,54371.29918032787,400.0,159765.9,14442.828205128204,6477.253012048192,0.0,12,12,1,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,57.437371663244356
7271,392460,60,6541,1,1,2,0,0,22.0,-296.5863636363637,53245.1,18.0,18.0,0.0,0.0,22.0,0.32167832167832167,57131.74055944057,900.0,115913.4,20602.67391304348,8816.395454545454,39247.0,12,12,1,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,15.885010266940451
7004,331560,60,5526,1,1,2,1,0,18.0,1383.7833333333335,47992.1,14.0,14.0,0.0,0.0,18.0,0.33613445378151263,36941.99831932772,900.0,71924.6,11490.66,5210.562025316455,22184.0,2,13,1,88884,80,26,6,2,5,46.7,8507,1.85,132,0.030084154628504566,1.23853635942566,1.1077844311377247,12,6,3,107870,84,29,6,1,6,58.0,8754,4.31,137,0.03585797719477148,1.0168243953732914,1.1253263707571801,14.30527036276523
5997,117024,24,4876,1,1,1,1,0,4.0,13098.375,53193.5,0.0,0.0,0.0,0.0,4.0,0.6923076923076923,44131.16923076923,800.0,76985.2,13154.833333333334,16300.0,0.0,14,9,6,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,14,7,5,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,58.08898015058179
6734,173016,36,4806,1,0,1,0,0,10.0,11363.16,113931.6,0.0,8.0,0.0,0.0,18.0,0.5,61799.24361702128,300.0,123928.2,14459.529787234043,13224.761904761905,0.0,14,9,6,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,14,7,5,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,51.26351813826147
5611,321180,60,5353,1,1,2,1,0,7.0,2726.6428571428573,51906.5,4.0,3.0,0.0,0.0,7.0,0.4473684210526316,40524.46315789473,700.0,90257.3,16276.9,11751.988888888889,0.0,14,9,6,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,14,7,5,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,60.18891170431211
7101,421008,48,8771,1,1,1,1,0,9.0,1060.111111111111,31168.0,6.0,5.0,0.0,0.0,9.0,0.44,37436.422,600.0,72330.4,10392.413636363637,7052.321428571428,21027.0,14,9,6,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,14,7,5,177686,69,27,10,1,9,74.8,10045,1.71,135,0.03542766453181455,0.9532101756511204,1.204225352112676,43.46611909650924
7240,274740,60,4579,1,0,1,1,0,6.0,6752.150000000001,41112.9,1.0,2.0,0.0,0.0,6.0,0.48148148148148145,57188.21111111111,600.0,122893.1,21255.930769230767,16801.0,0.0,63,14,3,86513,38,36,5,1,5,50.5,8288,4.52,110,0.016876076427820096,0.9346991037131881,1.1926121372031662,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,14.99794661190965
6460,48672,36,1352,1,1,2,0,0,13.0,1755.7384615384615,23124.6,9.0,9.0,9.0,0.0,13.0,0.35051546391752575,23050.189690721647,300.0,33484.4,2590.1029411764707,1031.0063492063493,4347.0,55,15,3,157042,49,70,18,0,9,33.9,8743,2.43,111,0.024795914468740847,1.0642251981415687,1.2925531914893618,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,46.51334702258727
6820,38148,12,3179,1,1,1,0,0,5.0,6827.360000000001,56840.8,1.0,1.0,2.0,0.0,10.0,0.6206896551724138,37462.09310344827,900.0,62324.6,8067.861111111111,8946.26,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,28.89801505817933
4959,80952,24,3373,1,1,2,1,0,10.0,2675.52,27855.2,5.0,6.0,0.0,0.0,10.0,0.4074074074074074,32590.624074074072,1100.0,67529.6,10394.786363636364,5276.4689655172415,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,48.917180013689254
6499,80952,24,3373,1,1,2,1,0,10.0,2766.37,28763.7,5.0,6.0,0.0,0.0,10.0,0.4074074074074074,33312.538888888885,1100.0,67529.6,10395.177272727275,5245.434482758621,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,48.917180013689254
5479,24516,12,2043,1,1,1,1,0,10.0,7845.62,78656.2,0.0,8.0,0.0,0.0,10.0,0.4246575342465753,55582.22602739726,200.0,125254.2,20344.677419354837,12573.236363636364,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,35.26078028747433
6736,288360,60,4806,1,2,1,1,0,3.0,14171.066666666666,43313.2,0.0,0.0,0.0,0.0,4.0,0.8,33211.759999999995,800.0,58495.8,8081.299999999999,10600.0,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,58.496919917864474
7220,131292,36,3647,1,0,1,1,0,13.0,-189.36153846153823,31361.3,10.0,9.0,0.0,0.0,13.0,0.3493975903614458,36635.115662650605,1000.0,70288.4,11868.186206896553,5803.584905660377,21882.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,40.355920602327174
6919,120888,36,3358,1,0,1,0,0,16.0,3213.4000000000005,52014.4,12.0,13.0,0.0,0.0,15.0,0.375,40838.755208333336,600.0,116468.4,13123.877777777778,6544.464285714285,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,50.29158110882957
6038,323472,48,6739,1,1,1,0,0,13.0,5552.799999999999,72386.4,5.0,6.0,0.0,0.0,9.0,0.49122807017543857,45414.07368421052,200.0,119934.1,13879.189285714287,9729.104,0.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,53.817932922655714
6229,11736,24,489,1,1,1,1,0,17.0,1522.6117647058825,26984.4,13.0,13.0,13.0,0.0,17.0,0.2706766917293233,42224.43909774436,1100.0,70826.8,11518.788888888888,3996.822680412371,22065.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,56.04380561259411
7142,482940,60,8049,-1,1,1,0,0,15.0,233.49333333333342,18439.4,11.0,11.0,11.0,0.0,30.0,0.4307692307692308,26358.754615384612,900.0,57707.2,4877.926785714286,3442.224324324324,14037.0,1,4,4,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,1,8,6,1204953,0,0,0,1,1,100.0,12541,0.43,167,0.08224968110789384,1.15675152024464,1.4827586206896552,18.579055441478438
